rownames,Site,Substrate,Rep,Stream_Name,lat,long,altS,MAT,MAP,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,X00681_NPOC_mg_per_L_as_C,X000681_NPOC_mg_per_L_as_C,00602_TN_mg_per_L_as_N,00950_F_mg_per_L,00940_Cl_mg_per_L,71856_NO2_mg_per_L_as_NO2,00945_SO4_mg_per_L_as_SO4,71851_NO3_mg_per_L_as_NO3,NPOC_Dilution_Factor,C_Sample_Vol_mL.x,C_DIW_Vol_mL.x,SPE_NPOC_sample_concentration_mg.per.L.as.C.x,SPE_sample_volume_mL.x,Final_Concen_After_SPE_ppm.x,Methanol_elution_mL.x,FTICR_Ion_Accumulation_Time,slope_of_the_regression,rate_mg_per_L_per_min,rate_mg_per_L_per_h,R_squared,R_squared_adj,p_value,total_incubation_time_min,C_Sample_Vol_mL.y,C_DIW_Vol_mL.y,Tot_volume_SPE_mL,SPE_NPOC_sample_concentration_mg.per.L.as.C.y,SPE_sample_volume_mL.y,Final_Concen_After_SPE_ppm.y,Methanol_elution_mL.y,del_2H_permil,X2H_standev_permil,del_18O_permil,X18O_standev_permil,n_injections,00691_DIC_mg_per_L_as_C
S19S_0018_ICR-1,S19S_0018,Water,1,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,,0.73,3.67,Below_Range,5.27,Below_Range,4.58,4.95,,,,,,,,,,,,,,,,17.1,0,17.1,1.31,17.1,8.961,1.5,-41.9,0.5,-6.95,0.06,4,
S19S_0018_ICR-2,S19S_0018,Water,2,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,,0.48,0.58,Below_Range,0.87,Below_Range,2.05,1.28,,,,,,,,,,,,,,,,10.35,0,10.35,1.081,10.35,4.476,1.5,-41.9,0.5,-6.95,0.06,4,
S19S_0018_ICR-3,S19S_0018,Water,3,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,,0.86,0.2,Below_Range,0.39,Below_Range,1.52,0.65,,,,,,,,,,,,,,,,15,0,15,0.84,15,5.02,1.5,-41.9,0.5,-6.95,0.06,4,
S19S_0018_Sed_Field_ICR-D,S19S_0018,Sedi_Field,Down,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,11.1,,,,,,,,2,1.94,13.06,1.5,15,9,1.5,0.2,-0.02,0.02,1.47,0.364,0.274,0.012,117,,,,,,,,,,,,,
S19S_0018_Sed_Field_ICR-M,S19S_0018,Sedi_Field,Mid,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,15.31,,,,,,,,2,1.41,13.59,1.5,15,9,1.5,0.2,-0.01,0.01,0.44,0.952,0.94,0.001,121,,,,,,,,,,,,,
S19S_0018_Sed_Field_ICR-U,S19S_0018,Sedi_Field,Up,LeConte Creek,35.6918387,-83.5041467,615,12.2,1380,6.5,103.2,9.8,18.3,17.34,,,,,,,,2,1.22,13.78,1.5,15,9,1.5,0.2,-0.05,0.05,2.89,0.996,0.994,0.002,65,,,,,,,,,,,,,
S19S_0019_ICR-1,S19S_0019,Water,1,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,,Below_Range_Less_Than_0.45,0.09,Below_Range,0.98,Below_Range,1.74,0.3,,,,,,,,,,,,,,,,15,0,15,0.23,15,1.38,1.5,-34.5,0.7,-6.15,0.12,4,
S19S_0019_ICR-2,S19S_0019,Water,2,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,,0.46,0.29,Below_Range,0.98,Below_Range,1.77,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.47,15,2.81,1.5,-34.5,0.7,-6.15,0.12,4,
S19S_0019_ICR-3,S19S_0019,Water,3,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,,Below_Range_Less_Than_0.45,Below_Range,Below_Range,0.94,Below_Range,1.72,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.23,15,1.35,1.5,-34.5,0.7,-6.15,0.12,4,
S19S_0019_Sed_Field_ICR-D,S19S_0019,Sedi_Field,Down,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,9.92,,,,,,,,2,2.13,12.87,1.5,15,9,1.5,0.2,-0.02,0.02,1.43,0.995,0.994,0.001,129,,,,,,,,,,,,,
S19S_0019_Sed_Field_ICR-M,S19S_0019,Sedi_Field,Mid,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,13.1,,,,,,,,2,1.61,13.39,1.5,15,9,1.5,0.2,-0.19,0.19,11.47,0.958,0.916,0.04,36,,,,,,,,,,,,,
S19S_0019_Sed_Field_ICR-U,S19S_0019,Sedi_Field,Up,Walker Branch,35.9572803,-84.2786976,271,13.9,1352,8,121.9,11.46,18.3,8.67,,,,,,,,2,2.26,12.74,1.5,15,9,1.5,0.2,-0.06,0.06,3.75,0.961,0.941,0.009,47,,,,,,,,,,,,,
S19S_0020_ICR-1,S19S_0020,Water,1,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,,4.01,0.34,0.1,11.94,Below_Range,36.24,0.4,,,,,,,,,,,,,,,,5.627,9.373,15,1.5,15,9,1.5,-16.6,0.8,-2.62,0.05,4,
S19S_0020_ICR-2,S19S_0020,Water,2,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,,3.09,0.3,0.1,11.9,Below_Range,36.68,0.33,,,,,,,,,,,,,,,,7.329,7.671,15,1.5,15,9,1.5,-16.6,0.8,-2.62,0.05,4,
S19S_0020_ICR-3,S19S_0020,Water,3,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,,4.33,0.32,0.1,11.89,Below_Range,36.38,0.34,,,,,,,,,,,,,,,,5.209,9.791,15,1.5,15,9,1.5,-16.6,0.8,-2.62,0.05,4,
S19S_0020_Sed_Field_ICR-D,S19S_0020,Sedi_Field,Down,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,5.49,,,,,,,,2,3.91,11.09,1.5,15,9,1.5,0.2,-0.02,0.02,1.48,0.934,0.918,0.003,108,,,,,,,,,,,,,
S19S_0020_Sed_Field_ICR-M,S19S_0020,Sedi_Field,Mid,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,7.87,,,,,,,,2,2.76,12.24,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0020_Sed_Field_ICR-U,S19S_0020,Sedi_Field,Up,Tombigbee River,31.8531,-88.15748,25,18.1,1496,7.5,93.4,6.61,30.5,4.94,,,,,,,,2,4.34,10.66,1.5,15,9,1.5,0.2,-0.07,0.07,4.03,0.983,0.975,0.006,42,,,,,,,,,,,,,
S19S_0021_ICR-1,S19S_0021,Water,1,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,,1.36,0.31,0.12,13.19,Below_Range,64.12,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.37,15,8.21,1.5,-22,1.4,-3.75,0.06,4,
S19S_0021_ICR-2,S19S_0021,Water,2,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,,1.49,0.28,0.12,13.77,Below_Range,63.66,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.5,15,8.99,1.5,-22,1.4,-3.75,0.06,4,
S19S_0021_ICR-3,S19S_0021,Water,3,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,,1.84,0.29,0.11,13.17,Below_Range,64.18,Below_Range,,,,,,,,,,,,,,,,12.434,2.566,15,1.5,15,9,1.5,-22,1.4,-3.75,0.06,4,
S19S_0021_Sed_Field_ICR-D,S19S_0021,Sedi_Field,Down,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,8.83,,,,,,,,2,2.41,12.59,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0021_Sed_Field_ICR-M,S19S_0021,Sedi_Field,Mid,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,10.96,,,,,,,,2,1.98,13.02,1.5,15,9,1.5,0.2,-0.12,0.12,7.3,1,,,23,,,,,,,,,,,,,
S19S_0021_Sed_Field_ICR-U,S19S_0021,Sedi_Field,Up,Black Warrior,32.54108,-87.79821,36,17.5,1389,7.5,90.5,6.55,33.4,9.95,,,,,,,,2,2.18,12.82,1.5,15,9,1.5,0.2,-0.18,0.18,10.92,1,,,10,,,,,,,,,,,,,
S19S_0022_ICR-1,S19S_0022,Water,1,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,,1.95,0.1,Below_Range,1.52,Below_Range,0.53,Below_Range,,,,,,,,,,,,,,,,11.569,3.431,15,0.45,15,2.7,1.5,-20.2,0.5,-4.31,0.13,4,
S19S_0022_ICR-2,S19S_0022,Water,2,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,,2.39,0.16,Below_Range,1.48,Below_Range,0.69,Below_Range,,,,,,,,,,,,,,,,8.1,6.9,15,1.5,15,9,1.5,-20.2,0.5,-4.31,0.13,4,
S19S_0022_ICR-3,S19S_0022,Water,3,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,,1.62,0.11,Below_Range,1.5,Below_Range,0.68,Below_Range,,,,,,,,,,,,,,,,14.199,0.801,15,1.5,15,9,1.5,-20.2,0.5,-4.31,0.13,4,
S19S_0022_Sed_Field_ICR-D,S19S_0022,Sedi_Field,Down,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,5.99,,,,,,,,2,3.1,11.9,1.5,15,9,1.5,0.2,0,0,0.25,0.91,0.887,0.001,122,,,,,,,,,,,,,
S19S_0022_Sed_Field_ICR-M,S19S_0022,Sedi_Field,Mid,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,4.65,,,,,,,,2,4.4,10.6,1.5,15,9,1.5,0.2,0,0,0.28,0.836,0.795,0.001,120,,,,,,,,,,,,,
S19S_0022_Sed_Field_ICR-U,S19S_0022,Sedi_Field,Up,Mayfield Creek,32.96142,-87.40828,146,17,1436,7,84.9,7.45,22.3,5.05,,,,,,,,2,4.1,10.9,1.5,15,9,1.5,0.2,0,0,0.12,0.27,0.166,0.001,180,,,,,,,,,,,,,
S19S_0023_ICR-1,S19S_0023,Water,1,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,,3.6,0.49,1.36,4.82,Below_Range,1.54,Below_Range,,,,,,,,,,,,,,,,6.204,8.796,15,1.5,15,9,1.5,-69.4,1.2,-8.69,0.16,4,
S19S_0023_ICR-2,S19S_0023,Water,2,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,,4.76,0.63,1.29,4.59,Below_Range,1.52,Below_Range,,,,,,,,,,,,,,,,4.6,10.4,15,1.5,15,9,1.5,-69.4,1.2,-8.69,0.16,4,
S19S_0023_ICR-3,S19S_0023,Water,3,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,,4.97,0.37,1.3,4.67,Below_Range,1.54,Below_Range,,,,,,,,,,,,,,,,4.528,10.472,15,1.5,15,9,1.5,-69.4,1.2,-8.69,0.16,4,
S19S_0023_Sed_Field_ICR-D,S19S_0023,Sedi_Field,Down,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,25.55,,,,,,,,2,0.75,14.25,1.5,15,9,1.5,0.2,-0.19,0.19,11.32,1,,,15,,,,,,,,,,,,,
S19S_0023_Sed_Field_ICR-M,S19S_0023,Sedi_Field,Mid,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,11.01,,,,,,,,2,1.97,13.03,1.5,15,9,1.5,0.2,-0.12,0.12,7.24,0.99,0.98,0.012,30,,,,,,,,,,,,,
S19S_0023_Sed_Field_ICR-U,S19S_0023,Sedi_Field,Up,Arikaree River,39.75854,-102.44917,1188,10.3,426,7.5,52.7,3.83,24.7,26.33,,,,,,,,2,0.83,14.17,1.5,15,9,1.5,0.2,-0.44,0.44,26.57,1,,,14,,,,,,,,,,,,,
S19S_0024_ICR-1,S19S_0024,Water,1,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,,0.66,0.59,Below_Range,2.81,Below_Range,5.13,1.85,,,,,,,,,,,,,,,,14.6,0,14.6,1.241,14.6,7.246,1.5,-28.7,0.4,-4.86,0.09,4,
S19S_0024_ICR-2,S19S_0024,Water,2,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,,0.65,0.5,Below_Range,2.74,Below_Range,4.99,1.79,,,,,,,,,,,,,,,,15,0,15,0.63,15,3.79,1.5,-28.7,0.4,-4.86,0.09,4,
S19S_0024_ICR-3,S19S_0024,Water,3,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,,0.61,0.57,Below_Range,2.66,Below_Range,4.88,1.78,,,,,,,,,,,,,,,,7.98,0,7.98,1.232,7.98,3.932,1.5,-28.7,0.4,-4.86,0.09,4,
S19S_0024_Sed_Field_ICR-D,S19S_0024,Sedi_Field,Down,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,45.55,,,,,,,,2,0.5,14.5,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0024_Sed_Field_ICR-M,S19S_0024,Sedi_Field,Mid,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,32.18,,,,,,,,2,0.67,14.33,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0024_Sed_Field_ICR-U,S19S_0024,Sedi_Field,Up,Blue River,34.44251,-96.62259,297,16.2,1008,7,101.7,8.68,25.9,51.83,,,,,,,,2,0.44,14.56,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0025_ICR-1,S19S_0025,Water,1,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,,1.94,0.19,0.21,100.9,Below_Range,27.12,Below_Range,,,,,,,,,,,,,,,,11.631,3.369,15,1.5,15,9,1.5,-25.9,1.2,-4.11,0.13,4,
S19S_0025_ICR-2,S19S_0025,Water,2,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,,2.23,0.23,0.25,105.98,Below_Range,28.6,Below_Range,,,,,,,,,,,,,,,,10.153,4.847,15,1.5,15,9,1.5,-25.9,1.2,-4.11,0.13,4,
S19S_0025_ICR-3,S19S_0025,Water,3,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,,1.34,0.23,0.22,99.49,Below_Range,26.51,Below_Range,,,,,,,,,,,,,,,,11.9,3.1,15,1.5,15,9,1.5,-25.9,1.2,-4.11,0.13,4,
S19S_0025_Sed_Field_ICR-D,S19S_0025,Sedi_Field,Down,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,17.98,,,,,,,,2,1.21,13.79,1.5,15,9,1.5,0.2,-0.25,0.25,14.86,1,,,13,,,,,,,,,,,,,
S19S_0025_Sed_Field_ICR-M,S19S_0025,Sedi_Field,Mid,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,8.99,,,,,,,,2,2.42,12.58,1.5,15,9,1.5,0.1,-0.33,0.33,19.89,1,,,14,,,,,,,,,,,,,
S19S_0025_Sed_Field_ICR-U,S19S_0025,Sedi_Field,Up,Pringle Creek,33.37834,-97.78338,284,17.8,836,7,62.2,5.04,26,11.06,,,,,,,,2,1.93,13.07,1.5,15,9,1.5,0.2,-0.13,0.13,7.68,0.984,0.967,0.017,24,,,,,,,,,,,,,
S19S_0026_ICR-1,S19S_0026,Water,1,Como Creek,40.03497,-105.54393,3033,0.9,646,6,98.9,8.25,9.5,,3.75,0.12,Below_Range,Below_Range,Below_Range,1.21,Below_Range,,,,,,,,,,,,,,,,6.027,8.973,15,1.5,15,9,1.5,-125.8,0.4,-17.17,0.11,4,
S19S_0026_ICR-2,S19S_0026,Water,2,Como Creek,40.03497,-105.54393,3033,0.9,646,6,98.9,8.25,9.5,,3.32,0.18,Below_Range,Below_Range,Below_Range,0.54,Below_Range,,,,,,,,,,,,,,,,6.2,8.8,15,1.5,15,9,1.5,-125.8,0.4,-17.17,0.11,4,
S19S_0026_ICR-3,S19S_0026,Water,3,Como Creek,40.03497,-105.54393,3033,0.9,646,6,98.9,8.25,9.5,,3.44,0.12,Below_Range,Below_Range,Below_Range,1.2,Below_Range,,,,,,,,,,,,,,,,6.576,8.424,15,1.5,15,9,1.5,-125.8,0.4,-17.17,0.11,4,
S19S_0026_Sed_Field_ICR-M,S19S_0026,Sedi_Field,Mid,Como Creek,40.03497,-105.54393,3033,0.9,646,6,98.9,8.25,9.5,11.73,,,,,,,,2,1.74,13.26,1.5,15,9,1.5,0.2,-0.02,0.02,1.07,0.9,0.874,0.003,110,,,,,,,,,,,,,
S19S_0026_Sed_Field_ICR-U,S19S_0026,Sedi_Field,Up,Como Creek,40.03497,-105.54393,3033,0.9,646,6,98.9,8.25,9.5,9.26,,,,,,,,2,2.31,12.69,1.5,15,9,1.5,0.2,-0.03,0.03,1.85,0.716,0.645,0.01,83,,,,,,,,,,,,,
S19S_0027_ICR-1,S19S_0027,Water,1,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,,1.16,Below_Range,Below_Range,Below_Range,Below_Range,1.06,Below_Range,,,,,,,,,,,,,,,,13,2,15,1.5,15,9,1.5,-121.5,1.1,-16.04,0.15,4,
S19S_0027_ICR-2,S19S_0027,Water,2,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,,1.39,Below_Range,Below_Range,Below_Range,Below_Range,1.92,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.36,15,8.16,1.5,-121.5,1.1,-16.04,0.15,4,
S19S_0027_ICR-3,S19S_0027,Water,3,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,,1.2,Below_Range,Below_Range,Below_Range,Below_Range,1.99,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.19,15,7.13,1.5,-121.5,1.1,-16.04,0.15,4,
S19S_0027_Sed_Field_ICR-D,S19S_0027,Sedi_Field,Down,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,10.47,,,,,,,,2,2.05,12.95,1.5,15,9,1.5,0.2,-0.01,0.01,0.41,0.807,0.769,0.001,108,,,,,,,,,,,,,
S19S_0027_Sed_Field_ICR-M,S19S_0027,Sedi_Field,Mid,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,15.12,,,,,,,,2,1.44,13.56,1.5,15,9,1.5,0.2,-0.01,0.01,0.84,0.992,0.991,0.001,110,,,,,,,,,,,,,
S19S_0027_Sed_Field_ICR-U,S19S_0027,Sedi_Field,Up,West St. Louis Creek,39.89071,-105.91164,3049,0.4,616,6.5,109.6,9.57,7.1,13.41,,,,,,,,2,1.49,13.51,1.5,15,9,1.5,0.2,-0.03,0.03,1.95,0.982,0.977,0.002,83,,,,,,,,,,,,,
S19S_0028_ICR-1,S19S_0028,Water,1,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,,1.31,0.61,0.67,11.14,Below_Range,14.1,Below_Range,,,,,,,,,,,,,,,,12.3,2.7,15,1.5,15,9,1.5,-59.3,0.7,-8.44,0.15,4,
S19S_0028_ICR-2,S19S_0028,Water,2,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,,1.96,0.15,0.69,11.03,Below_Range,13.85,Below_Range,,,,,,,,,,,,,,,,11.435,3.565,15,1.5,15,9,1.5,-59.3,0.7,-8.44,0.15,4,
S19S_0028_ICR-3,S19S_0028,Water,3,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,,1.94,0.13,0.54,8.94,Below_Range,11.13,Below_Range,,,,,,,,,,,,,,,,11.467,3.533,15,1.5,15,9,1.5,-59.3,0.7,-8.44,0.15,4,
S19S_0028_Sed_Field_ICR-D,S19S_0028,Sedi_Field,Down,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,11.39,,,,,,,,2,1.89,13.11,1.5,15,9,1.5,0.2,-0.05,0.05,3.15,0.994,0.992,0.002,53,,,,,,,,,,,,,
S19S_0028_Sed_Field_ICR-M,S19S_0028,Sedi_Field,Mid,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,39.33,,,,,,,,2,0.55,14.45,1.5,15,9,1.5,0.1,-0.18,0.18,10.69,1,,,16,,,,,,,,,,,,,
S19S_0028_Sed_Field_ICR-U,S19S_0028,Sedi_Field,Up,Sycamore Creek,33.750837,-111.508141,664,19.5,414,7.5,Not_Provided,Not_Provided,23.8,Above_Range_Greater_Than_22,,,,,,,,2,0.35,14.65,1.5,15,9,1.5,0.1,-0.09,0.09,5.29,0.997,0.994,0.005,28,,,,,,,,,,,,,
S19S_0029_ICR-1,S19S_0029,Water,1,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,,0.49,0.13,Below_Range,10.52,Below_Range,77.74,Below_Range,,,,,,,,,,,,,,,,15.33,0,15.33,1.116,15.33,6.845,1.5,-119.7,1.5,-15.61,0.18,4,
S19S_0029_ICR-2,S19S_0029,Water,2,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,,0.73,0.15,Below_Range,10.21,Below_Range,75.49,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.82,15,4.93,1.5,-119.7,1.5,-15.61,0.18,4,
S19S_0029_ICR-3,S19S_0029,Water,3,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,,0.81,Below_Range,Below_Range,10.04,Below_Range,74.24,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.8,15,4.78,1.5,-119.7,1.5,-15.61,0.18,4,
S19S_0029_Sed_Field_ICR-D,S19S_0029,Sedi_Field,Down,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,14.91,,,,,,,,2,1.39,13.61,1.5,15,9,1.5,0.2,-0.45,0.45,26.7,1,,,4,,,,,,,,,,,,,
S19S_0029_Sed_Field_ICR-M,S19S_0029,Sedi_Field,Mid,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,31.55,,,,,,,,2,0.66,14.34,1.5,15,9,1.5,0.2,-0.66,0.66,39.84,1,,,5,,,,,,,,,,,,,
S19S_0029_Sed_Field_ICR-U,S19S_0029,Sedi_Field,Up,Red Butte Creek,40.78464,-111.79547,1788,7.5,641,7.5,90,9.72,12,10.93,,,,,,,,2,1.88,13.12,1.5,15,9,1.5,0.2,-0.06,0.06,3.58,0.999,0.998,0.001,43,,,,,,,,,,,,,
S19S_0030_ICR-1,S19S_0030,Water,1,Martha Creek,45.792233,-121.929928,344,9.6,2524,6,89.1,9.1,14.7,,Below_Range_Less_Than_0.45,Below_Range,Below_Range,0.7,Below_Range,0.3,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.4,15,2.42,1.5,-70.1,1.1,-10.36,0.15,4,
S19S_0030_ICR-2,S19S_0030,Water,2,Martha Creek,45.792233,-121.929928,344,9.6,2524,6,89.1,9.1,14.7,,0.63,0.53,Below_Range,0.72,Below_Range,0.43,1.91,,,,,,,,,,,,,,,,15,0,15,0.67,15,4,1.5,-70.1,1.1,-10.36,0.15,4,
S19S_0030_ICR-3,S19S_0030,Water,3,Martha Creek,45.792233,-121.929928,344,9.6,2524,6,89.1,9.1,14.7,,0.53,1.59,Below_Range,0.84,Below_Range,0.34,7.24,,,,,,,,,,,,,,,,15,0,15,0.52,15,3.13,1.5,-70.1,1.1,-10.36,0.15,4,
S19S_0030_Sed_Field_ICR-M,S19S_0030,Sedi_Field,Mid,Martha Creek,45.792233,-121.929928,344,9.6,2524,6,89.1,9.1,14.7,12.24,,,,,,,,2,1.8,13.2,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0030_Sed_Field_ICR-U,S19S_0030,Sedi_Field,Up,Martha Creek,45.792233,-121.929928,344,9.6,2524,6,89.1,9.1,14.7,6.84,,,,,,,,2,3.19,11.81,1.5,15,9,1.5,0.2,-0.05,0.05,2.87,0.953,0.907,0.011,36,,,,,,,,,,,,,
S19S_0031_ICR-1,S19S_0031,Water,1,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,,0.5,Below_Range,Below_Range,0.56,Below_Range,0.25,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.51,15,3.04,1.5,-75.7,0.6,-10.44,0.1,4,
S19S_0031_ICR-2,S19S_0031,Water,2,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,,Below_Range_Less_Than_0.45,Below_Range,Below_Range,0.54,Below_Range,0.24,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.43,15,2.56,1.5,-75.7,0.6,-10.44,0.1,4,
S19S_0031_ICR-3,S19S_0031,Water,3,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,,0.91,Below_Range,Below_Range,1.3,0.05,2.6,0.39,,,,,,,,,,,,,,,,15,0,15,0.91,15,5.44,1.5,-75.7,0.6,-10.44,0.1,4,
S19S_0031_Sed_Field_ICR-D,S19S_0031,Sedi_Field,Down,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,6.34,,,,,,,,2,3.42,11.58,1.5,15,9,1.5,0.2,-0.01,0.01,0.59,0.992,0.989,0.0005,102,,,,,,,,,,,,,
S19S_0031_Sed_Field_ICR-M,S19S_0031,Sedi_Field,Mid,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,4.63,,,,,,,,2,4.2,10.59,1.427237814,15,9,1.5,0.2,-0.01,0.01,0.33,0.975,0.969,0.0004,107,,,,,,,,,,,,,
S19S_0031_Sed_Field_ICR-U,S19S_0031,Sedi_Field,Up,McRae Creek,44.2605576,-122.1642723,958,7.2,1845,6,96.6,9.56,12.4,6.42,,,,,,,,2,3.32,11.68,1.5,15,9,1.5,0.2,-0.01,0.01,0.39,0.984,0.981,0.0003,123,,,,,,,,,,,,,
S19S_0032_ICR-1,S19S_0032,Water,1,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,,1.75,1.21,Below_Range,0.96,Below_Range,4.35,1.9,,,,,,,,,,,,,,,,10.1,4.9,15,1.5,15,9,1.5,-87.7,0.3,-12.63,0.04,4,
S19S_0032_ICR-2,S19S_0032,Water,2,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,,1.93,0.81,0.1,2.01,Below_Range,1.51,0.55,,,,,,,,,,,,,,,,11.669,3.331,15,1.5,15,9,1.5,-87.7,0.3,-12.63,0.04,4,
S19S_0032_ICR-3,S19S_0032,Water,3,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,,2.4,0.09,Below_Range,0.2,Below_Range,Below_Range,Below_Range,,,,,,,,,,,,,,,,9.465,5.535,15,1.5,15,9,1.5,-87.7,0.3,-12.63,0.04,4,
